Job_Title,Average_Salary,Years_Experience,Education_Level,AI_Exposure_Index,Tech_Growth_Factor,Automation_Probability_2030,Risk_Category,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Skill_6,Skill_7,Skill_8,Skill_9,Skill_10
Data Scientist,118979,31,Master's,0.84,1.37,0.28,Medium,0.5,0.83,1.0,0.25,0.51,0.43,0.27,0.89,0.5,0.74
Doctor,268700,21,PhD,0.43,1.15,0.1,Low,0.13,0.55,0.81,0.12,0.85,1.0,0.75,0.44,0.38,0.96
HR Specialist,61402,18,Bachelor's,0.3,0.77,0.41,Medium,0.34,0.49,0.68,0.44,0.67,0.58,0.29,0.78,0.4,0.45
Data Scientist,118289,0,Bachelor's,0.52,1.38,0.26,Medium,0.42,0.83,0.85,0.53,0.53,0.47,0.26,0.84,0.63,0.74
Software Engineer,139812,5,PhD,0.85,1.33,0.56,Medium,0.33,0.89,1.0,0.17,0.6,0.48,0.37,0.71,0.69,0.51
UX Researcher,107997,15,Bachelor's,0.78,1.05,0.27,Medium,0.19,0.7,0.73,0.18,0.55,0.74,0.06,0.57,1.0,0.76
Security Guard,38305,8,Master's,0.25,0.63,0.79,High,0.78,0.29,0.36,0.81,0.2,0.32,0.67,0.35,0.17,0.59
Customer Support,36049,27,Bachelor's,0.74,0.85,0.81,High,0.89,0.53,0.36,0.78,0.3,0.69,0.12,0.42,0.11,0.51
Nurse,61963,17,Bachelor's,0.31,0.81,0.32,Medium,0.43,0.4,0.69,0.46,0.58,0.84,0.76,0.45,0.24,0.82
Lawyer,166591,7,PhD,0.74,1.15,0.19,Low,0.53,0.53,0.87,0.39,0.73,0.81,0.0,0.65,0.58,0.77
Construction Worker,42911,29,High School,0.0,0.82,0.82,High,0.62,0.24,0.59,0.72,0.12,0.35,0.76,0.17,0.35,0.54
UX Researcher,90140,0,Bachelor's,0.69,1.22,0.45,Medium,0.21,0.63,1.0,0.25,0.67,0.8,0.22,0.41,0.96,0.8
UX Researcher,116404,23,Bachelor's,0.77,1.15,0.16,Low,0.39,0.81,0.83,0.27,0.57,0.7,0.31,0.42,0.84,0.72
Financial Analyst,96137,15,Master's,0.76,1.11,0.38,Medium,0.53,0.97,0.7,0.68,0.81,0.53,0.32,0.87,0.42,0.37
UX Researcher,96660,23,Master's,0.83,1.29,0.34,Low,0.25,0.83,0.8,0.4,0.48,0.96,0.39,0.49,0.79,0.75
Mechanic,47746,10,High School,0.08,1.08,0.7,Medium,0.75,0.41,0.71,0.6,0.48,0.36,0.9,0.35,0.31,0.81
Lawyer,143001,17,PhD,0.67,1.05,0.31,Low,0.21,0.58,1.0,0.33,0.78,0.73,0.1,0.66,0.51,0.8
Financial Analyst,87997,2,Bachelor's,0.65,1.42,0.46,Medium,0.63,0.95,0.61,0.61,0.67,0.55,0.27,0.93,0.47,0.57
Financial Analyst,79927,6,Bachelor's,0.59,1.36,0.44,Medium,0.41,0.82,0.85,0.58,0.61,0.38,0.0,0.9,0.43,0.45
Customer Support,36017,16,Bachelor's,0.68,0.97,0.69,High,0.58,0.41,0.48,1.0,0.44,0.67,0.29,0.53,0.14,0.45
Research Scientist,117110,0,PhD,0.5,1.3,0.05,Low,0.27,1.0,0.89,0.29,0.75,0.46,0.82,0.47,0.8,0.59
Research Scientist,125321,2,PhD,0.6,1.38,0.27,Low,0.19,0.88,0.9,0.22,0.55,0.19,0.69,0.56,0.73,0.83
Retail Worker,36442,16,High School,0.19,0.77,0.75,High,0.71,0.54,0.46,0.6,0.21,0.56,0.11,0.36,0.28,0.7
Marketing Manager,86900,11,Master's,0.73,1.15,0.31,Medium,0.39,0.73,0.7,0.57,1.0,0.64,0.0,0.29,0.93,0.7
HR Specialist,65260,11,Bachelor's,0.33,0.86,0.33,Medium,0.42,0.42,0.52,0.47,0.72,0.76,0.1,0.62,0.52,0.62
Retail Worker,34658,21,Bachelor's,0.47,0.83,0.81,High,0.86,0.31,0.0,0.75,0.11,0.63,0.73,0.57,0.47,0.56
Teacher,67727,22,Master's,0.53,1.04,0.25,Low,0.24,0.63,0.78,0.68,0.64,0.93,0.16,0.48,0.76,0.8
Research Scientist,103259,21,PhD,0.55,1.24,0.05,Low,0.13,0.94,0.94,0.31,0.72,0.38,0.8,0.67,0.7,0.6
Truck Driver,58672,19,High School,0.14,0.77,0.93,High,0.77,0.37,0.41,0.84,0.23,0.17,0.69,0.33,0.07,0.52
Retail Worker,35568,0,Bachelor's,0.3,0.76,0.71,High,0.93,0.34,0.34,0.79,0.24,0.53,0.41,0.61,0.11,0.37
Security Guard,44396,13,Master's,0.14,0.65,0.84,High,0.67,0.18,0.46,0.66,0.17,0.46,0.54,0.46,0.12,0.61
Data Scientist,126195,24,PhD,0.61,1.43,0.37,Low,0.28,0.88,1.0,0.38,0.85,0.35,0.19,0.67,0.52,0.89
Lawyer,171314,8,PhD,0.76,1.08,0.39,Low,0.25,0.79,0.78,0.29,0.77,0.69,0.29,0.75,0.46,0.79
Financial Analyst,80968,10,Bachelor's,0.57,1.19,0.48,Medium,0.47,0.71,0.61,0.7,0.42,0.56,0.17,0.82,0.47,0.65
Security Guard,35062,17,Master's,0.2,0.5,0.69,High,0.91,0.35,0.51,0.63,0.15,0.31,0.62,0.46,0.18,0.65
Data Scientist,138415,3,Master's,0.97,1.16,0.38,Medium,0.21,0.84,1.0,0.22,0.61,0.32,0.17,0.8,0.52,0.6
Data Scientist,115424,27,Master's,0.73,1.43,0.44,Low,0.33,0.82,0.82,0.21,0.59,0.49,0.35,0.73,0.82,0.6
Security Guard,45050,12,Master's,0.13,0.84,0.75,High,0.91,0.23,0.31,0.73,0.19,0.46,0.57,0.41,0.0,0.51
AI Engineer,176256,0,Master's,0.86,1.5,0.16,Low,0.19,0.88,0.8,0.23,0.83,0.25,0.16,0.56,0.74,0.87
HR Specialist,61597,4,Master's,0.56,1.12,0.49,Medium,0.33,0.78,0.63,0.44,0.64,0.75,0.34,0.57,0.33,0.54
Financial Analyst,70669,29,Bachelor's,0.54,1.17,0.53,Medium,0.5,0.77,0.55,0.56,0.59,0.34,0.27,0.99,0.39,0.52
Customer Support,39523,1,Master's,0.58,0.91,0.73,High,0.48,0.46,0.5,0.76,0.23,1.0,0.38,0.65,0.31,0.28
Software Engineer,108285,5,Master's,0.75,1.38,0.28,Medium,0.22,0.85,0.88,0.25,0.24,0.44,0.35,0.76,0.62,0.61
Construction Worker,51031,1,High School,0.05,0.55,0.81,High,0.43,0.17,0.59,0.64,0.41,0.27,0.81,0.0,0.23,0.6
Software Engineer,164387,0,Bachelor's,0.78,1.31,0.58,Medium,0.37,0.97,1.0,0.2,0.52,0.46,0.34,0.51,0.46,0.73
Financial Analyst,85948,25,Master's,0.68,1.23,0.44,Medium,0.48,0.74,0.78,0.6,0.47,0.21,0.09,1.0,0.47,0.52
Nurse,72891,20,Master's,0.36,1.13,0.17,Low,0.38,0.58,0.82,0.35,0.66,0.87,0.99,0.57,0.42,0.74
Retail Worker,34527,22,Bachelor's,0.3,0.88,0.75,High,0.91,0.37,0.31,0.96,0.1,0.62,0.44,0.55,0.15,0.71
Nurse,75219,15,Bachelor's,0.27,0.95,0.34,Medium,0.27,0.75,0.82,0.59,0.44,0.81,0.95,0.31,0.14,0.75
Marketing Manager,104469,17,Bachelor's,0.79,1.37,0.36,Medium,0.32,0.86,0.68,0.34,0.83,0.75,0.24,0.48,0.6,0.61
Truck Driver,62124,18,High School,0.07,0.77,0.89,High,0.94,0.32,0.37,1.0,0.09,0.18,0.61,0.26,0.11,0.48
Construction Worker,53173,17,High School,0.0,0.55,0.63,High,0.56,0.22,0.37,0.72,0.34,0.27,0.68,0.09,0.12,0.86
Financial Analyst,78660,0,Bachelor's,0.77,1.08,0.53,Medium,0.49,0.97,0.82,0.58,0.67,0.36,0.2,0.86,0.48,0.64
Retail Worker,32430,16,Bachelor's,0.26,0.86,0.83,High,0.88,0.49,0.39,0.86,0.09,0.77,0.58,0.48,0.16,0.56
Software Engineer,113350,22,Bachelor's,0.78,1.41,0.39,Medium,0.36,0.88,0.77,0.33,0.56,0.47,0.33,0.57,0.8,0.71
AI Engineer,139307,26,Master's,0.84,1.5,0.16,Low,0.15,0.88,0.73,0.18,0.67,0.33,0.35,0.47,0.85,0.88
Chef,57075,3,High School,0.19,0.76,0.63,Medium,0.73,0.31,0.6,0.68,0.79,0.37,0.98,0.32,0.9,0.81
Lawyer,152424,26,PhD,0.64,1.05,0.22,Low,0.23,0.59,0.95,0.49,0.83,0.66,0.26,0.79,0.54,0.72
AI Engineer,151520,2,Bachelor's,0.89,1.3,0.27,Low,0.18,0.99,0.76,0.0,0.75,0.35,0.26,0.39,0.87,0.83
Graphic Designer,60593,2,Bachelor's,0.7,1.15,0.35,Medium,0.04,0.94,0.62,0.26,0.36,0.4,0.66,0.23,0.88,0.73
Software Engineer,139862,30,Bachelor's,0.84,1.34,0.53,Medium,0.16,0.84,0.81,0.27,0.51,0.44,0.27,0.51,0.87,0.94
Marketing Manager,87241,21,High School,0.75,1.45,0.41,Medium,0.31,0.62,0.85,0.26,0.77,0.63,0.08,0.47,0.71,0.7
Construction Worker,43489,0,High School,0.21,0.75,0.75,High,0.7,0.14,0.46,0.68,0.28,0.29,0.88,0.16,0.26,0.94
Data Scientist,109611,0,Bachelor's,0.82,1.32,0.51,Medium,0.19,0.85,1.0,0.27,0.32,0.38,0.21,0.54,0.73,0.63
Retail Worker,30316,17,High School,0.29,0.8,0.84,High,0.83,0.38,0.17,0.69,0.11,0.71,0.39,0.45,0.11,0.62
Graphic Designer,42921,0,Bachelor's,0.59,1.33,0.4,Medium,0.35,0.92,0.65,0.33,0.28,0.58,0.53,0.02,1.0,0.53
UX Researcher,108996,22,Bachelor's,0.57,1.18,0.17,Low,0.32,0.89,0.86,0.36,0.54,0.99,0.3,0.53,0.74,0.61
Software Engineer,145136,25,Bachelor's,0.96,1.38,0.08,Medium,0.35,0.92,0.82,0.16,0.37,0.52,0.24,0.57,0.85,0.59
Graphic Designer,65761,16,Bachelor's,0.72,1.26,0.46,Medium,0.13,0.72,0.76,0.5,0.48,0.68,0.54,0.39,0.93,0.69
Doctor,210315,6,PhD,0.36,1.19,0.05,Low,0.19,0.67,1.0,0.25,0.95,0.93,0.82,0.34,0.51,0.84
HR Specialist,60978,16,Bachelor's,0.4,0.89,0.42,Medium,0.29,0.72,0.55,0.51,0.73,0.74,0.35,0.59,0.43,0.62
Nurse,80026,18,Bachelor's,0.49,1.15,0.05,Medium,0.39,0.47,0.79,0.47,0.53,0.97,0.84,0.37,0.21,0.91
AI Engineer,139046,2,Bachelor's,0.96,1.5,0.34,Medium,0.23,0.84,0.81,0.15,0.56,0.22,0.03,0.61,0.9,0.67
Software Engineer,158077,19,Bachelor's,0.71,1.39,0.46,Medium,0.31,0.81,0.87,0.27,0.46,0.6,0.26,0.52,0.62,0.8
Graphic Designer,72850,20,Bachelor's,0.65,1.26,0.5,Medium,0.03,0.72,0.74,0.32,0.42,0.81,0.62,0.13,0.87,0.49
Construction Worker,46371,14,High School,0.02,0.62,0.92,High,0.83,0.26,0.61,0.82,0.16,0.21,0.79,0.01,0.22,0.91
Graphic Designer,57486,26,Bachelor's,0.6,1.08,0.53,Medium,0.18,0.81,0.59,0.38,0.33,0.38,0.65,0.3,0.94,0.54
Lawyer,137712,20,PhD,0.7,0.97,0.25,Low,0.19,0.65,0.91,0.39,0.98,0.61,0.38,0.7,0.32,0.78
Customer Support,37533,12,Bachelor's,0.52,0.84,0.95,High,0.8,0.46,0.25,0.78,0.21,0.85,0.28,0.49,0.13,0.58
Doctor,190719,22,PhD,0.47,1.11,0.3,Low,0.11,0.59,0.78,0.24,0.83,0.83,0.9,0.55,0.4,0.7
Construction Worker,59059,10,High School,0.19,0.77,0.72,High,0.75,0.19,0.43,0.77,0.28,0.08,0.73,0.33,0.26,0.87
Truck Driver,58798,9,High School,0.32,0.88,0.91,High,0.92,0.3,0.48,0.97,0.25,0.17,0.62,0.24,0.1,0.38
Marketing Manager,101146,9,PhD,0.53,1.3,0.57,Low,0.22,0.67,0.61,0.35,0.78,0.74,0.29,0.45,0.93,0.79
Marketing Manager,102154,10,Master's,0.72,1.26,0.38,Low,0.35,0.72,0.73,0.52,0.92,0.83,0.2,0.56,0.93,0.64
Doctor,195009,7,PhD,0.48,1.12,0.1,Low,0.17,0.7,0.99,0.29,0.78,0.75,0.92,0.31,0.35,0.77
Chef,57908,24,High School,0.34,1.03,0.52,Medium,0.53,0.44,0.7,0.62,0.72,0.25,0.95,0.2,0.86,0.75
Construction Worker,47850,6,High School,0.23,0.78,0.86,High,0.62,0.21,0.66,0.79,0.15,0.17,0.63,0.23,0.1,0.77
Teacher,59219,24,Master's,0.44,0.91,0.16,Medium,0.43,0.44,0.75,0.47,0.59,0.88,0.23,0.44,0.54,0.61
Research Scientist,127786,9,Master's,0.68,1.18,0.05,Low,0.18,0.76,0.92,0.18,0.65,0.42,0.68,0.63,0.87,0.58
AI Engineer,164439,6,PhD,0.93,1.42,0.28,Low,0.19,0.57,0.92,0.17,0.5,0.33,0.32,0.45,0.71,0.82
UX Researcher,103479,24,Master's,0.62,1.22,0.33,Low,0.07,0.73,0.92,0.31,0.41,0.62,0.32,0.59,0.64,0.74
Nurse,83022,18,Bachelor's,0.35,1.08,0.13,Medium,0.53,0.79,0.73,0.45,0.39,1.0,0.74,0.41,0.27,0.95
AI Engineer,169472,3,Master's,0.9,1.4,0.18,Low,0.42,0.91,1.0,0.2,0.5,0.45,0.14,0.65,0.93,0.86
Research Scientist,103818,19,PhD,0.67,1.19,0.05,Low,0.38,1.0,0.88,0.22,0.51,0.62,0.66,0.71,0.73,0.85
Research Scientist,99033,13,PhD,0.65,1.09,0.29,Low,0.13,0.78,0.88,0.25,0.76,0.39,0.76,0.57,0.73,0.64
Graphic Designer,50924,2,Bachelor's,0.8,1.05,0.29,Medium,0.4,0.82,0.4,0.25,0.41,0.78,0.7,0.11,1.0,0.6
Truck Driver,64278,17,High School,0.2,0.69,0.95,High,0.92,0.18,0.16,0.76,0.0,0.41,0.62,0.21,0.15,0.52
Teacher,65936,9,Master's,0.44,1.01,0.14,Medium,0.36,0.72,0.57,0.41,0.78,0.98,0.31,0.62,0.56,0.71
Marketing Manager,81092,18,Bachelor's,0.86,1.38,0.46,Medium,0.34,0.63,0.75,0.32,0.76,0.89,0.16,0.42,0.92,0.59
Doctor,226944,19,PhD,0.62,1.1,0.23,Low,0.13,0.76,0.99,0.32,0.73,0.96,0.85,0.34,0.62,0.85
Security Guard,44841,1,Bachelor's,0.07,0.73,0.78,High,0.83,0.32,0.29,0.9,0.26,0.2,0.53,0.42,0.21,0.46
Graphic Designer,59333,0,Master's,0.51,1.3,0.32,Medium,0.16,0.84,0.61,0.38,0.25,0.77,0.65,0.34,0.99,0.6
Construction Worker,48723,8,High School,0.0,0.65,0.6,High,0.57,0.14,0.66,0.84,0.14,0.02,0.78,0.07,0.18,0.85
Nurse,89731,7,Bachelor's,0.29,1.12,0.17,Medium,0.49,0.7,0.74,0.22,0.57,1.0,0.84,0.54,0.34,0.84
Graphic Designer,62441,4,Bachelor's,0.67,1.11,0.5,Medium,0.0,0.78,0.6,0.43,0.4,0.44,0.64,0.12,0.78,0.52
Retail Worker,31441,8,High School,0.27,0.64,0.78,High,0.85,0.53,0.35,0.86,0.25,0.61,0.47,0.26,0.21,0.4
HR Specialist,74505,19,Master's,0.38,1.09,0.36,Medium,0.52,0.59,0.6,0.35,0.8,0.86,0.26,0.62,0.32,0.62
Doctor,187597,21,PhD,0.75,1.3,0.09,Low,0.13,0.74,0.68,0.15,0.98,0.94,0.92,0.6,0.27,0.82
Financial Analyst,79533,7,Bachelor's,0.76,0.99,0.6,Medium,0.46,0.89,0.79,0.51,0.7,0.36,0.32,0.8,0.39,0.45
UX Researcher,109522,13,PhD,0.62,1.21,0.23,Low,0.31,0.75,0.8,0.35,0.65,0.89,0.32,0.46,0.77,0.7
Lawyer,142793,15,PhD,0.64,1.08,0.31,Low,0.32,0.59,0.9,0.25,0.87,0.72,0.3,0.7,0.33,0.76
Graphic Designer,69037,11,Master's,0.7,1.2,0.34,Medium,0.18,0.87,0.39,0.3,0.45,0.53,0.61,0.14,0.83,0.56
AI Engineer,134661,28,Master's,1.0,1.5,0.24,Low,0.13,0.97,0.83,0.11,0.78,0.4,0.01,0.42,0.82,0.83
Security Guard,46759,1,Master's,0.07,0.61,0.82,High,0.65,0.42,0.48,0.85,0.34,0.45,0.54,0.66,0.21,0.52
Customer Support,37322,8,Bachelor's,0.63,1.03,0.91,High,0.76,0.43,0.45,0.85,0.16,0.79,0.23,0.56,0.23,0.58
HR Specialist,77990,6,Master's,0.65,0.82,0.35,Medium,0.4,0.62,0.74,0.55,0.72,0.7,0.27,0.73,0.53,0.6
Software Engineer,131860,27,PhD,0.83,1.36,0.4,Low,0.12,0.73,0.97,0.24,0.54,0.41,0.28,0.59,0.61,0.7
AI Engineer,153315,25,Master's,0.69,1.5,0.05,Low,0.14,0.86,0.87,0.18,0.69,0.29,0.3,0.65,0.89,0.85
AI Engineer,130329,18,Bachelor's,0.74,1.4,0.19,Medium,0.23,0.99,0.91,0.3,0.66,0.26,0.29,0.51,0.79,0.75
UX Researcher,111591,0,Master's,0.54,1.09,0.41,Low,0.22,0.9,0.89,0.34,0.66,0.93,0.29,0.39,0.93,0.65
Software Engineer,126160,1,Master's,0.79,1.44,0.28,Medium,0.23,0.72,0.96,0.14,0.42,0.46,0.37,0.53,0.69,0.61
Nurse,76421,18,Bachelor's,0.39,1.09,0.12,Medium,0.35,0.63,0.65,0.38,0.45,1.0,0.85,0.58,0.43,0.72
Customer Support,42706,27,Bachelor's,0.59,0.71,0.74,High,0.66,0.31,0.71,0.79,0.4,0.68,0.3,0.79,0.19,0.4
Customer Support,37624,18,High School,0.56,0.87,0.79,High,0.69,0.28,0.4,0.88,0.3,0.77,0.25,0.66,0.03,0.51
Customer Support,37839,22,Bachelor's,0.64,0.87,0.59,High,0.94,0.37,0.39,0.99,0.41,0.75,0.22,0.6,0.13,0.49
Retail Worker,27984,5,High School,0.43,0.67,0.86,High,0.77,0.41,0.23,0.67,0.2,0.77,0.41,0.47,0.28,0.48
Retail Worker,32970,27,High School,0.14,0.89,0.9,High,0.99,0.4,0.37,0.72,0.25,0.63,0.39,0.45,0.14,0.53
Customer Support,38016,9,Bachelor's,0.41,0.94,0.74,High,0.76,0.49,0.43,0.8,0.31,0.78,0.2,0.87,0.23,0.56
Retail Worker,35425,25,Bachelor's,0.37,0.84,0.7,High,0.84,0.37,0.43,0.77,0.31,0.57,0.3,0.54,0.09,0.55
Graphic Designer,53199,17,Bachelor's,0.68,1.37,0.39,Medium,0.08,0.77,0.46,0.58,0.23,0.6,0.71,0.3,0.99,0.57
Truck Driver,60444,6,Bachelor's,0.23,0.92,0.8,High,0.94,0.39,0.42,0.92,0.17,0.11,0.72,0.43,0.01,0.48
Lawyer,142284,13,PhD,0.56,0.97,0.34,Low,0.29,0.6,0.91,0.49,0.73,0.62,0.32,0.65,0.37,0.75
Marketing Manager,107464,21,Master's,0.57,1.29,0.54,Low,0.27,0.86,0.79,0.51,0.88,0.79,0.13,0.48,0.7,0.68
Marketing Manager,98596,11,Master's,0.69,1.22,0.41,Medium,0.37,0.71,0.83,0.29,0.85,0.58,0.21,0.57,0.78,0.76
Truck Driver,49797,2,Bachelor's,0.19,0.85,0.95,High,0.7,0.13,0.46,1.0,0.1,0.32,0.6,0.17,0.0,0.5
Chef,45906,12,High School,0.24,1.1,0.65,Medium,0.46,0.17,0.53,0.52,0.62,0.4,0.85,0.22,0.9,0.84
Marketing Manager,87734,0,Bachelor's,0.62,1.5,0.39,Medium,0.29,0.79,0.6,0.38,0.78,0.58,0.16,0.29,0.99,0.61
Financial Analyst,77766,13,Master's,0.59,1.43,0.43,Medium,0.66,0.8,0.76,0.55,0.62,0.47,0.27,0.98,0.36,0.45
Research Scientist,116630,27,PhD,0.52,1.24,0.12,Low,0.04,0.95,1.0,0.46,0.73,0.32,0.53,0.7,0.62,0.67
Mechanic,54374,20,High School,0.29,0.64,0.69,High,0.58,0.39,0.7,0.61,0.06,0.4,0.68,0.27,0.24,0.48
Graphic Designer,57800,2,Bachelor's,0.64,1.16,0.67,Medium,0.12,0.74,0.72,0.32,0.43,0.72,0.59,0.28,0.97,0.47
Nurse,72250,10,Master's,0.42,1.14,0.2,Low,0.55,0.46,0.79,0.25,0.66,1.0,0.78,0.47,0.36,0.77
HR Specialist,76291,4,Master's,0.58,1.16,0.15,Medium,0.58,0.62,0.57,0.45,0.61,0.74,0.16,0.65,0.33,0.81
Construction Worker,44511,23,High School,0.21,0.85,0.85,High,0.6,0.21,0.56,0.76,0.19,0.28,0.85,0.13,0.17,0.64
Data Scientist,126556,4,High School,0.73,1.28,0.54,Medium,0.25,0.79,0.83,0.3,0.64,0.58,0.15,0.88,0.63,0.83
Graphic Designer,65853,1,Bachelor's,0.61,1.35,0.54,Medium,0.26,0.7,0.43,0.33,0.35,0.5,0.47,0.22,1.0,0.56
HR Specialist,63504,25,Master's,0.7,0.97,0.24,Medium,0.46,0.59,0.47,0.57,0.59,0.8,0.17,0.79,0.29,0.64
Marketing Manager,84671,19,Master's,0.7,1.15,0.67,Medium,0.22,0.65,0.34,0.61,0.86,0.62,0.09,0.45,0.87,0.51
Financial Analyst,100776,19,Bachelor's,0.76,1.28,0.58,Medium,0.49,0.98,0.59,0.61,0.82,0.46,0.21,0.95,0.36,0.63
Truck Driver,53329,22,Bachelor's,0.13,0.79,0.91,High,0.76,0.1,0.36,0.8,0.17,0.17,0.72,0.37,0.13,0.5
Data Scientist,131295,8,Master's,0.99,1.28,0.23,Medium,0.19,0.68,0.91,0.38,0.59,0.35,0.25,0.79,0.77,0.82
Security Guard,44905,18,Master's,0.06,0.63,0.65,High,0.9,0.38,0.27,0.87,0.24,0.46,0.55,0.55,0.37,0.59
Doctor,249065,28,PhD,0.23,1.02,0.21,Low,0.29,0.65,0.98,0.29,0.84,1.0,0.81,0.35,0.52,0.99
Customer Support,31370,26,Bachelor's,0.6,0.98,0.64,High,0.72,0.63,0.33,0.69,0.33,0.79,0.25,0.6,0.17,0.49
Truck Driver,55006,32,High School,0.19,0.96,0.95,High,0.8,0.27,0.38,0.86,0.29,0.22,0.83,0.32,0.04,0.77
Nurse,77988,14,Bachelor's,0.49,1.12,0.25,Medium,0.44,0.7,0.76,0.46,0.65,0.79,0.84,0.37,0.28,0.73
Financial Analyst,97132,22,Master's,0.74,1.18,0.46,Medium,0.54,0.83,0.75,0.63,0.54,0.37,0.29,1.0,0.29,0.35
Graphic Designer,57322,18,Bachelor's,0.81,1.07,0.65,Medium,0.13,0.9,0.72,0.21,0.43,0.78,0.64,0.34,1.0,0.51
Construction Worker,57173,14,High School,0.07,0.57,0.75,High,0.68,0.2,0.51,0.79,0.24,0.01,0.67,0.0,0.22,0.82
Chef,54786,2,Bachelor's,0.11,0.84,0.54,Medium,0.53,0.2,0.77,0.67,0.47,0.25,0.9,0.38,0.97,0.86
HR Specialist,60603,27,Master's,0.44,0.97,0.39,Medium,0.33,0.69,0.55,0.42,0.49,0.81,0.14,0.71,0.17,0.62
Doctor,210312,23,PhD,0.58,1.18,0.13,Low,0.0,0.81,0.95,0.17,0.86,0.8,0.91,0.48,0.19,0.86
Financial Analyst,93636,7,Bachelor's,0.7,1.25,0.5,Medium,0.5,0.78,0.85,0.49,0.54,0.21,0.35,0.88,0.36,0.49
AI Engineer,132652,24,PhD,0.84,1.41,0.22,Low,0.26,0.93,1.0,0.25,0.55,0.24,0.16,0.35,0.8,0.88
Data Scientist,137551,22,Bachelor's,0.93,1.38,0.23,Medium,0.24,0.82,1.0,0.16,0.39,0.28,0.05,0.84,0.56,0.68
Research Scientist,121076,21,PhD,0.57,1.24,0.05,Low,0.32,0.83,0.98,0.45,0.65,0.47,0.68,0.69,0.64,0.54
Nurse,74339,21,Master's,0.26,1.08,0.22,Medium,0.36,0.51,0.65,0.38,0.67,0.86,0.72,0.46,0.22,0.71
HR Specialist,73641,1,Master's,0.39,0.91,0.31,Medium,0.24,0.61,0.54,0.6,0.56,0.75,0.38,0.61,0.38,0.48
Doctor,226625,11,PhD,0.36,1.1,0.08,Low,0.07,0.85,0.92,0.21,0.63,0.94,1.0,0.51,0.57,0.79
Doctor,185579,16,PhD,0.37,1.19,0.05,Low,0.23,0.77,0.72,0.09,0.89,0.99,0.75,0.48,0.51,0.98
HR Specialist,62669,6,Bachelor's,0.41,1.04,0.34,Medium,0.34,0.66,0.68,0.46,0.7,0.74,0.37,0.69,0.31,0.53
Research Scientist,96167,27,PhD,0.55,1.43,0.05,Low,0.21,0.98,0.77,0.48,0.73,0.45,0.69,0.6,0.79,0.8
Lawyer,140156,30,PhD,0.86,1.07,0.19,Low,0.3,0.68,0.86,0.42,0.72,0.82,0.12,0.67,0.47,0.76
Marketing Manager,104336,9,Master's,0.64,1.31,0.53,Medium,0.37,0.67,0.84,0.32,0.82,0.62,0.24,0.5,0.78,0.82
UX Researcher,103537,2,PhD,0.78,1.21,0.43,Low,0.13,0.86,0.72,0.31,0.48,0.73,0.29,0.68,0.81,0.87
Data Scientist,115330,28,PhD,0.61,1.42,0.33,Low,0.32,0.86,1.0,0.34,0.54,0.45,0.17,0.6,0.69,0.81
Software Engineer,136287,2,Bachelor's,0.83,1.24,0.3,Medium,0.48,0.94,0.88,0.38,0.58,0.56,0.3,0.58,0.63,0.75
Data Scientist,116029,3,Master's,0.78,1.5,0.49,Medium,0.15,0.98,0.96,0.36,0.61,0.55,0.29,0.74,0.54,0.61
UX Researcher,95058,12,Bachelor's,0.63,1.07,0.38,Medium,0.26,0.7,0.91,0.43,0.51,0.78,0.3,0.59,0.96,0.53
Chef,44716,29,High School,0.46,1.01,0.53,Medium,0.47,0.27,0.56,0.55,0.64,0.37,0.75,0.49,0.83,0.81
Data Scientist,129569,16,Bachelor's,1.0,1.47,0.22,Medium,0.19,0.93,0.88,0.11,0.49,0.48,0.39,0.84,0.71,0.68
Doctor,205944,4,PhD,0.69,1.11,0.05,Low,0.19,0.81,1.0,0.33,0.69,0.89,0.93,0.37,0.54,0.98
Chef,46948,22,High School,0.27,0.9,0.6,Medium,0.6,0.47,0.67,0.46,0.64,0.59,0.85,0.27,0.87,0.82
AI Engineer,162602,0,Master's,0.9,1.5,0.05,Low,0.2,0.81,0.67,0.09,0.56,0.41,0.19,0.45,0.71,0.87
Teacher,63846,29,PhD,0.43,0.97,0.12,Low,0.44,0.71,0.66,0.35,0.66,1.0,0.41,0.25,0.59,0.84
Teacher,59927,13,Bachelor's,0.32,0.74,0.12,Medium,0.22,0.37,0.61,0.42,0.62,0.86,0.29,0.4,0.51,0.78
Research Scientist,122781,19,PhD,0.73,1.38,0.08,Low,0.02,0.93,0.61,0.27,0.79,0.29,0.77,0.72,0.47,0.68
UX Researcher,84981,11,High School,0.56,1.28,0.43,Medium,0.0,0.79,0.8,0.05,0.79,0.83,0.22,0.65,0.62,0.58
UX Researcher,89512,2,Master's,0.8,1.1,0.21,Low,0.0,0.98,0.83,0.37,0.63,0.86,0.31,0.53,0.81,0.64
Security Guard,37869,0,PhD,0.27,0.58,0.85,High,0.8,0.33,0.41,0.65,0.07,0.51,0.47,0.56,0.0,0.45
Construction Worker,53367,28,High School,0.0,0.67,0.86,High,0.62,0.18,0.43,0.83,0.22,0.48,0.84,0.0,0.31,0.65
Chef,53002,10,High School,0.2,0.95,0.48,Medium,0.52,0.22,0.91,0.74,0.53,0.39,0.92,0.29,0.8,0.7
Teacher,69276,9,Master's,0.32,1.05,0.27,Low,0.23,0.6,0.72,0.54,0.62,0.96,0.26,0.49,0.85,0.76
